date,ticker,score,rank,position,suggested_lots
2026-06-05,1617.T,0.1834797541,1,long,1
2026-06-05,1618.T,-0.1715517163,14,short,1
2026-06-05,1619.T,-0.005825766174,10,neutral,0
2026-06-05,1620.T,-0.006312710494,11,neutral,0
2026-06-05,1621.T,0.1801450065,3,long,1
2026-06-05,1622.T,-0.001663170223,8,neutral,0
2026-06-05,1623.T,-0.02171566947,13,short,0
2026-06-05,1624.T,-0.01750621737,12,neutral,0
2026-06-05,1625.T,-0.1882431731,16,short,0
2026-06-05,1626.T,-0.00140349319,7,neutral,0
2026-06-05,1627.T,0.1806159587,2,long,4
2026-06-05,1628.T,0.01435550942,5,long,2
2026-06-05,1629.T,-0.2047855547,17,short,191
2026-06-05,1630.T,0.1799706974,4,long,1
2026-06-05,1631.T,-0.1770476839,15,short,1
2026-06-05,1632.T,0.0001889423353,6,neutral,0
2026-06-05,1633.T,-0.003573121592,9,neutral,0
