date,ticker,score,rank,position,suggested_lots
2026-06-29,1617.T,0.09916938208,1,long,1
2026-06-29,1618.T,-0.08376906536,15,short,1
2026-06-29,1619.T,-0.003491243919,9,neutral,0
2026-06-29,1620.T,-0.008960592077,11,neutral,0
2026-06-29,1621.T,0.096268066,3,long,1
2026-06-29,1622.T,0.0004588445548,8,neutral,0
2026-06-29,1623.T,-0.01674074482,13,short,0
2026-06-29,1624.T,-0.01541932947,12,neutral,0
2026-06-29,1625.T,-0.09945773385,17,short,0
2026-06-29,1626.T,-0.00603193424,10,neutral,0
2026-06-29,1627.T,0.08921856534,4,long,4
2026-06-29,1628.T,0.01928874826,5,long,2
2026-06-29,1629.T,-0.08938629306,16,short,202
2026-06-29,1630.T,0.09639856056,2,long,1
2026-06-29,1631.T,-0.08201273552,14,short,1
2026-06-29,1632.T,0.004695868924,7,neutral,0
2026-06-29,1633.T,0.009173565078,6,neutral,0
