date,ticker,score,rank,position,suggested_lots
2026-09-16,1617.T,0.3136185705,3,long,1
2026-09-16,1618.T,-0.2610859466,15,short,1
2026-09-16,1619.T,-0.0602020357,10,neutral,0
2026-09-16,1620.T,-0.06116697594,11,neutral,0
2026-09-16,1621.T,0.3335258276,2,long,1
2026-09-16,1622.T,0.04562655487,7,neutral,0
2026-09-16,1623.T,-0.09716127401,13,short,0
2026-09-16,1624.T,-0.08080493705,12,neutral,0
2026-09-16,1625.T,-0.3487037789,17,short,0
2026-09-16,1626.T,0.01028304112,8,neutral,0
2026-09-16,1627.T,0.2530766081,4,long,3
2026-09-16,1628.T,0.06716203812,5,long,2
2026-09-16,1629.T,-0.2491428009,14,short,178
2026-09-16,1630.T,0.3551855873,1,long,1
2026-09-16,1631.T,-0.2861413172,16,short,1
2026-09-16,1632.T,0.008432274742,9,neutral,0
2026-09-16,1633.T,0.06234779322,6,neutral,0
