date,ticker,score,rank,position,suggested_lots
2026-06-24,1617.T,0.1710611843,1,long,1
2026-06-24,1618.T,-0.1495545569,15,short,1
2026-06-24,1619.T,-0.002522014794,8,neutral,0
2026-06-24,1620.T,-0.007277234244,10,neutral,0
2026-06-24,1621.T,0.1676753403,3,long,1
2026-06-24,1622.T,-0.002587098454,9,neutral,0
2026-06-24,1623.T,-0.02376778002,13,short,0
2026-06-24,1624.T,-0.01915090915,12,neutral,0
2026-06-24,1625.T,-0.1701087223,17,short,0
2026-06-24,1626.T,-0.00874563133,11,neutral,0
2026-06-24,1627.T,0.1573420742,4,long,4
2026-06-24,1628.T,0.02802488242,5,long,2
2026-06-24,1629.T,-0.1616356303,16,short,202
2026-06-24,1630.T,0.1680253006,2,long,1
2026-06-24,1631.T,-0.1439225075,14,short,1
2026-06-24,1632.T,0.01157817331,7,neutral,0
2026-06-24,1633.T,0.01439670976,6,neutral,0
