date,ticker,score,rank,position,suggested_lots
2026-06-15,1617.T,0.1184679911,1,long,1
2026-06-15,1618.T,-0.0997525462,15,short,1
2026-06-15,1619.T,0.003610408862,8,neutral,0
2026-06-15,1620.T,0.002361613116,9,neutral,0
2026-06-15,1621.T,0.1130746531,3,long,1
2026-06-15,1622.T,0.0005838044666,10,neutral,0
2026-06-15,1623.T,-0.0104342577,13,short,0
2026-06-15,1624.T,-0.008029720921,12,neutral,0
2026-06-15,1625.T,-0.1098228622,17,short,0
2026-06-15,1626.T,-0.002974313419,11,neutral,0
2026-06-15,1627.T,0.1053138267,4,long,4
2026-06-15,1628.T,0.01484288492,5,long,2
2026-06-15,1629.T,-0.1098041508,16,short,194
2026-06-15,1630.T,0.1140333427,2,long,1
2026-06-15,1631.T,-0.09712011529,14,short,1
2026-06-15,1632.T,0.008827372169,7,neutral,0
2026-06-15,1633.T,0.01059565881,6,neutral,0
