date,ticker,score,rank,position,suggested_lots
2026-06-10,1617.T,0.1467558497,2,long,1
2026-06-10,1618.T,-0.12996237,14,short,1
2026-06-10,1619.T,-0.01190387745,10,neutral,0
2026-06-10,1620.T,-0.0153378674,11,neutral,0
2026-06-10,1621.T,0.1453981336,3,long,1
2026-06-10,1622.T,-0.004241741715,8,neutral,0
2026-06-10,1623.T,-0.02293905937,13,short,0
2026-06-10,1624.T,-0.01890407238,12,neutral,0
2026-06-10,1625.T,-0.1600212314,16,short,0
2026-06-10,1626.T,-0.001416765926,7,neutral,0
2026-06-10,1627.T,0.1477322186,1,long,4
2026-06-10,1628.T,0.01801416753,5,long,2
2026-06-10,1629.T,-0.1639361743,17,short,198
2026-06-10,1630.T,0.1432674252,4,long,1
2026-06-10,1631.T,-0.1427614652,15,short,1
2026-06-10,1632.T,0.0002464358861,6,neutral,0
2026-06-10,1633.T,-0.007742623073,9,neutral,0
