date,ticker,score,rank,position,suggested_lots
2026-06-25,1617.T,-0.007770436398,14,short,1
2026-06-25,1618.T,0.007661148671,4,long,1
2026-06-25,1619.T,0.003529652196,8,neutral,0
2026-06-25,1620.T,0.005683750356,5,long,1
2026-06-25,1621.T,-0.00789424249,15,short,1
2026-06-25,1622.T,0.0004204362007,11,neutral,0
2026-06-25,1623.T,0.005241018225,6,neutral,0
2026-06-25,1624.T,0.003624247822,7,neutral,0
2026-06-25,1625.T,0.01153612133,1,long,0
2026-06-25,1626.T,-0.001229629139,13,short,1
2026-06-25,1627.T,-0.009511316442,17,short,4
2026-06-25,1628.T,-0.0006471457229,12,neutral,0
2026-06-25,1629.T,0.009927550711,2,long,205
2026-06-25,1630.T,-0.008120732577,16,short,1
2026-06-25,1631.T,0.008070498842,3,long,1
2026-06-25,1632.T,0.0006351234704,10,neutral,0
2026-06-25,1633.T,0.001385333904,9,neutral,0
