date,ticker,score,rank,position,suggested_lots
2026-06-17,1617.T,-0.122670787,17,short,1
2026-06-17,1618.T,0.1143957909,2,long,1
2026-06-17,1619.T,-0.004420111255,10,neutral,0
2026-06-17,1620.T,-0.009525237861,12,neutral,0
2026-06-17,1621.T,-0.1150567583,15,short,1
2026-06-17,1622.T,0.006677322448,8,neutral,0
2026-06-17,1623.T,0.009571816167,6,neutral,0
2026-06-17,1624.T,0.00911337004,7,neutral,0
2026-06-17,1625.T,0.1135586436,3,long,0
2026-06-17,1626.T,0.01516004629,5,long,1
2026-06-17,1627.T,-0.0947735697,14,short,4
2026-06-17,1628.T,-0.005475060204,11,neutral,0
2026-06-17,1629.T,0.1147960944,1,long,197
2026-06-17,1630.T,-0.1160290313,16,short,1
2026-06-17,1631.T,0.1070212688,4,long,1
2026-06-17,1632.T,-0.003174845408,9,neutral,0
2026-06-17,1633.T,-0.009531640136,13,short,0
