date,ticker,score,rank,position,suggested_lots
2026-05-27,1617.T,0.1410837871,1,long,1
2026-05-27,1618.T,-0.1347594788,16,short,1
2026-05-27,1619.T,0.00335276438,7,neutral,0
2026-05-27,1620.T,0.00272332523,9,neutral,0
2026-05-27,1621.T,0.135079883,3,long,1
2026-05-27,1622.T,-0.00658783887,12,neutral,0
2026-05-27,1623.T,-0.005316936799,11,neutral,0
2026-05-27,1624.T,-0.01142082929,13,short,0
2026-05-27,1625.T,-0.1310361773,15,short,0
2026-05-27,1626.T,0.0002388876662,10,neutral,0
2026-05-27,1627.T,0.1292092036,4,long,4
2026-05-27,1628.T,0.009363743289,5,long,2
2026-05-27,1629.T,-0.1421017329,17,short,183
2026-05-27,1630.T,0.1354981432,2,long,1
2026-05-27,1631.T,-0.1267735903,14,short,1
2026-05-27,1632.T,0.004565437777,6,neutral,0
2026-05-27,1633.T,0.003293504566,8,neutral,0
